id,cd_id,track_id,artist_id,role
1,1,1,1,
2,1,2,1,
3,1,3,1,
4,1,4,1,
5,1,5,1,
6,1,6,1,
7,1,7,1,
8,1,8,1,
9,1,9,1,
10,1,10,1,
11,1,11,1,
12,1,12,1,
13,1,13,1,
14,1,14,1,
15,2,15,6,
16,2,16,6,
17,2,17,6,
18,2,18,6,
19,2,19,6,
20,2,20,6,
21,2,21,6,
22,2,22,6,
23,2,23,6,
24,2,24,6,
25,2,25,6,
26,2,26,6,
27,2,27,6,
28,3,28,11,
29,3,29,11,
30,3,30,11,
31,3,31,11,
32,3,32,11,
33,3,33,11,
34,3,34,11,
35,3,35,11,
36,3,36,11,
37,3,37,11,
38,3,38,11,
39,3,39,11,
40,3,40,11,
41,3,41,11,
42,3,42,11,
